id,title,start,avg_rating,rating_count,low,med,high,want,have,last_sold,for_sale,url
492466,b'You Know All About Drags E.P.',0.99, ,84,1.31,3.5,5.0,67,603,"Jan 14, 2022",58,https://www.discogs.com/release/492466
1355425,b'Skyhook / The Scraper',6.6, ,38,2.4,6.01,10.81,89,174,"Sep 16, 2021",9,https://www.discogs.com/release/1355425
133153,b'Getcha Some More',1.0, ,11,0.9,1.33,3.36,18,53,"Sep 25, 2019",3,https://www.discogs.com/release/133153
31756,b'Made On Earth',2.49, ,41,2.49,6.0,22.7,77,272,"Dec 28, 2021",22,https://www.discogs.com/release/31756
174527,b'Feel It',0.89, ,24,1.19,2.4,6.33,51,88,"Sep 1, 2021",24,https://www.discogs.com/release/174527
94030,"b""Keep Rockin' Don't Stop No Disco""",2.71, ,25,0.61,2.39,7.2,44,102,"Dec 5, 2021",5,https://www.discogs.com/release/94030
9438479,b'Protection',15.0, ,727,17.78,21.94,34.88,1084,8425,"Jan 24, 2022",133,https://www.discogs.com/release/9438479
413087,"b""Jus' Gettin' It EP""",0.61, ,32,0.69,2.37,3.63,42,270,"May 23, 2021",47,https://www.discogs.com/release/413087
17358,b'A Kitten',2.99, ,84,2.22,6.72,13.35,323,497,"Jan 16, 2022",19,https://www.discogs.com/release/17358
80911,b'Dooms Night (Revisited)',1.2, ,73,1.77,4.8,10.67,139,648,"Jan 17, 2022",37,https://www.discogs.com/release/80911
609386,"b""What's Your Number?""",0.8, ,17,0.88,1.78,3.6,68,185,"Dec 11, 2021",37,https://www.discogs.com/release/609386
88026,b'Cyclone',1.19, ,25,0.89,2.1,8.5,82,229,"Nov 8, 2021",32,https://www.discogs.com/release/88026
8347,b'A Taste Of',1.79, ,27,1.0,2.25,4.9,31,113,"Aug 19, 2021",26,https://www.discogs.com/release/8347
102867,b'Thunk EP',1.0, ,7,0.99,1.31,2.39,44,73,"Sep 27, 2020",30,https://www.discogs.com/release/102867
60027,b'EP1',1.2, ,47,1.55,2.67,7.2,85,371,"Dec 8, 2021",33,https://www.discogs.com/release/60027
45346,b'Days Go By',1.29, ,105,2.1,4.8,8.89,255,845,"Dec 30, 2021",63,https://www.discogs.com/release/45346
64981,b'Ghosts',1.19, ,26,0.84,1.81,5.0,45,240,"Jan 24, 2022",41,https://www.discogs.com/release/64981
92074,b'The Real Life',2.0, ,59,1.5,4.0,7.91,113,389,"Jan 20, 2022",38,https://www.discogs.com/release/92074
3554,b'Quadrastate',4.75, ,405,7.89,12.01,35.0,1394,2980,"Jan 21, 2022",42,https://www.discogs.com/release/3554
1251893,"b""Ain't No Stopping - Disco Mix '81""",0.88, ,20,0.5,1.99,4.99,15,164,"Oct 30, 2021",39,https://www.discogs.com/release/1251893
687085,b'Sweet Dreams / I Like The Way',2.81, ,18,4.75,6.01,9.99,101,161,"Dec 18, 2021",6,https://www.discogs.com/release/687085
995275,b'Renegade / Daft Skunk',7.7, ,18,6.0,8.37,11.99,87,146,"Sep 12, 2021",6,https://www.discogs.com/release/995275
145504,b'Santa Maria',1.19, ,7,1.81,2.95,4.9,19,44,"Dec 10, 2021",10,https://www.discogs.com/release/145504
243575,b'Outta Space (Remixes)',12.66, ,253,5.34,14.0,35.6,674,1470,"Jan 26, 2022",19,https://www.discogs.com/release/243575
470134,b'King Of The Bongo (Breaks Mix) / Over (DnB Mix)',2.4, ,103,5.0,12.02,17.5,461,648,"Jan 11, 2022",10,https://www.discogs.com/release/470134
654994,b'No Good / Horny Disco Balls',2.4, ,80,4.45,11.96,24.04,317,587,"Jan 12, 2022",6,https://www.discogs.com/release/654994
1026694,b'One More Time / Simon Says',7.78, ,42,5.9,12.02,18.5,186,286,"Jan 20, 2022",3,https://www.discogs.com/release/1026694
135212,b'Time To Shuff EP',16.0, ,72,8.0,13.23,20.0,581,294,"Jan 13, 2022",10,https://www.discogs.com/release/135212
898569,b'Rockstar / Game Over',0.61, ,99,0.61,3.6,6.02,153,787,"Oct 26, 2021",15,https://www.discogs.com/release/898569
158717,"b""Burnin'""",12.0, ,72,12.0,16.49,24.99,507,548,"Jan 22, 2022",16,https://www.discogs.com/release/158717
153742,b'Tales From A Danceographic Ocean',7.99, ,38,6.9,11.95,16.5,253,174,"Oct 11, 2021",8,https://www.discogs.com/release/153742
1058605,b'All Eyez On Me',62.3, ,1076,26.68,50.21,106.79,3331,11722,"Jan 26, 2022",22,https://www.discogs.com/release/1058605
733408,b'Tunisian Nights',3.34, ,2,0.61,2.22,3.95,14,23,"Mar 13, 2020",11,https://www.discogs.com/release/733408
61888,b'Ich Rocke - Part One',2.0, ,43,1.0,2.5,15.0,66,385,"Jan 7, 2022",39,https://www.discogs.com/release/61888
464831,b'Champs Elys\xc3\xa9es (Sampler) (Part 2 Of 3)',1.79, ,13,0.59,2.4,8.9,71,131,"Nov 21, 2021",23,https://www.discogs.com/release/464831
339518,b'Trouble (Ltd. Edition Album Sampler 1)',1.0, ,28,1.01,2.39,4.87,30,235,"Oct 15, 2021",52,https://www.discogs.com/release/339518
15798848,b'Revolution Sampler',7.99, ,10,9.86,13.15,14.28,24,79,"Jul 31, 2021",12,https://www.discogs.com/release/15798848
87134,b'Vivos En La Muerte',1.19, ,12,0.35,2.71,6.02,46,99,"Dec 15, 2021",40,https://www.discogs.com/release/87134
21235,b'The Men On Wax E.P. Vol 1',3.49, ,50,1.31,4.81,9.61,166,227,"Aug 14, 2021",16,https://www.discogs.com/release/21235
427287,b'Phat Beats 181',4.0, ,6,2.25,3.59,6.02,53,64,"Dec 11, 2021",7,https://www.discogs.com/release/427287
397168,b'House Nation 187',2.5, ,6,0.9,3.62,18.32,37,90,"Jan 6, 2022",15,https://www.discogs.com/release/397168
711062,b'Phat Beats 194',14.99, ,9,1.0,4.8,15.2,77,53,"Oct 2, 2021",3,https://www.discogs.com/release/711062
560637,b'Phat Beats 198',2.5, ,6,2.25,3.79,8.41,33,42,"Dec 26, 2021",5,https://www.discogs.com/release/560637
426305,b'Phat Beats 200',7.0, ,8,3.6,5.87,9.9,54,45,"Sep 21, 2021",7,https://www.discogs.com/release/426305
547576,b'Phat Beats 201',2.64, ,3,1.2,2.7,6.02,34,44,"Jul 27, 2021",11,https://www.discogs.com/release/547576
560653,b'Phat Beats 206',2.99, ,3,1.0,3.75,7.2,31,43,"Oct 4, 2021",9,https://www.discogs.com/release/560653
889795,b'Phat Beats 210',8.75, ,6,1.55,6.0,18.04,51,48,"Nov 9, 2021",4,https://www.discogs.com/release/889795
2415832,b'DAT Vol 1: Your Love / Bombscare',4.69, ,12,5.88,5.99,7.22,25,72,"Jun 10, 2020",14,https://www.discogs.com/release/2415832
419961,b'The Rough And The Smooth',6.9, ,21,13.23,18.04,27.87,146,205,"Nov 1, 2021",13,https://www.discogs.com/release/419961
1709923,b'Grin And Wriggle',2.4, ,2,0.99,2.0,3.01,8,25,"Jul 3, 2019",13,https://www.discogs.com/release/1709923
2040596,"b'B-Boy Document / Mind, Soul & Body'",1.38, ,14,2.66,3.6,7.49,51,150,"Dec 30, 2021",15,https://www.discogs.com/release/2040596
1925297,b'Rock The Funky Beat',2.67, ,15,0.5,3.44,8.6,102,126,"Dec 17, 2021",5,https://www.discogs.com/release/1925297
202731,b'Woo Hah!! Got You All In Check',3.99, ,87,3.6,8.4,11.97,462,990,"Dec 26, 2021",21,https://www.discogs.com/release/202731
134360,b'Gossip Folks',0.5, ,26,1.0,4.0,6.49,90,453,"Nov 7, 2021",63,https://www.discogs.com/release/134360
5484265,b'Flash',2.0, ,14,1.5,4.25,7.5,44,199,"Dec 21, 2021",29,https://www.discogs.com/release/5484265
13115839,b'Delete / Big Man Skank (VIP)',4.08, ,17,5.11,6.02,10.82,73,132,"Oct 9, 2021",48,https://www.discogs.com/release/13115839
3880279,b'Bad 25',14.99, ,145,16.84,20.0,65.0,497,1402,"Jan 15, 2022",22,https://www.discogs.com/release/3880279
158831,"b""It's Just Another Groove""",0.44, ,18,1.39,3.99,5.0,156,173,"Jan 6, 2022",7,https://www.discogs.com/release/158831
70520,b'The Trip',1.0, ,20,0.61,1.25,3.1,67,153,"May 25, 2021",38,https://www.discogs.com/release/70520
19037,b'The Trip (Remixes)',1.0, ,35,1.19,2.45,7.99,83,291,"Nov 27, 2021",34,https://www.discogs.com/release/19037
67138,b'The Saint',1.2, ,85,0.12,2.39,6.95,141,904,"Jan 21, 2022",65,https://www.discogs.com/release/67138
176908,b'The Sample Slaya - Welcome To The Meat Market - 3 Track Sampler',1.7, ,32,1.6,3.0,7.15,55,344,"Jan 23, 2022",45,https://www.discogs.com/release/176908
35498,b'What Can You Do For Me',0.47, ,25,0.5,1.2,6.0,50,513,"Jan 6, 2022",95,https://www.discogs.com/release/35498
22707,b'Good Rhymes',0.44, ,66,1.19,3.3,5.93,113,661,"Jan 11, 2022",60,https://www.discogs.com/release/22707
1788775,b'The Missile / The Past',1.9, ,2,0.62,1.87,4.0,3,25,"Jun 14, 2021",9,https://www.discogs.com/release/1788775
849452,b'S Files (Case File 2)',1.0, ,8,0.32,1.08,2.0,11,140,"Dec 23, 2020",31,https://www.discogs.com/release/849452
315056,"b""Is It Cos I'm Cool?""",0.9, ,10,1.0,1.5,7.31,20,165,"Sep 4, 2021",39,https://www.discogs.com/release/315056
9241739,b'Exit Planet Dust',15.99, ,183,16.78,30.31,34.69,484,2032,"Jan 27, 2022",133,https://www.discogs.com/release/9241739
9134,b'Life Is Sweet',3.55, ,218,4.75,8.79,35.0,558,1834,"Jan 6, 2022",43,https://www.discogs.com/release/9134
813714,b'Mama Say Mama Sa',1.09, ,6,0.61,1.39,3.99,27,42,"Nov 11, 2021",19,https://www.discogs.com/release/813714
4999380,b'Mellow Song / Turn Dance',4.8, ,4,2.4,3.18,5.4,33,55,"Aug 23, 2021",5,https://www.discogs.com/release/4999380
4186,b'Parklands / Dark Angel',1.99, ,66,0.93,3.2,6.5,53,455,"Dec 7, 2021",35,https://www.discogs.com/release/4186
136615,b'Funky Town',0.8, ,7,0.99,1.9,4.44,33,143,"Dec 30, 2021",29,https://www.discogs.com/release/136615
2214706,"b""Rockin' On The Go Go Scene""",1.0, ,7,0.6,1.99,3.95,18,44,"May 7, 2021",19,https://www.discogs.com/release/2214706
1857367,b'Troya (Remixes Part 1)',1.9, ,0,0.95,1.58,4.95,8,23,"Nov 8, 2021",6,https://www.discogs.com/release/1857367
10301391,"b""Won't Talk About It""",0.61, ,5,0.9,1.52,4.7,17,54,"Aug 31, 2021",30,https://www.discogs.com/release/10301391
74529,b'Dub Be Good To Me (Remixes)',1.99, ,42,2.39,3.12,12.01,169,347,"Nov 23, 2021",38,https://www.discogs.com/release/74529
57930,b'The Virgo EP',0.6, ,23,1.5,2.8,7.73,28,203,"Dec 12, 2021",24,https://www.discogs.com/release/57930
782475,b'Gypsy Woman (La Da Dee) Rap Version',0.89, ,4,0.61,1.64,4.0,12,67,"Jul 12, 2021",31,https://www.discogs.com/release/782475
20970,b'Afrika Shox',0.89, ,128,2.4,4.0,10.81,225,1335,"Jan 21, 2022",67,https://www.discogs.com/release/20970
106941,b'Blow The Whole Joint Up',1.5, ,26,1.19,1.9,6.02,44,212,"Jan 22, 2022",45,https://www.discogs.com/release/106941
57461,b'Mod Appeal',4.8, ,31,2.67,6.23,9.7,191,141,"Dec 8, 2021",12,https://www.discogs.com/release/57461
35433,b'Away',7.81, ,26,3.89,6.69,12.02,173,78,"Nov 12, 2021",1,https://www.discogs.com/release/35433
1237269,b'Shock Out! / Labyrinth',4.0, ,93,2.49,4.8,10.0,139,549,"Dec 28, 2021",14,https://www.discogs.com/release/1237269
9484275,b'Gothenburg Cluster',23.03, ,13,12.5,21.64,26.99,50,90,"Jan 3, 2022",3,https://www.discogs.com/release/9484275
18024649,b'H25pital',37.27, ,36,36.08,48.95,66.14,71,257,"Jan 18, 2022",16,https://www.discogs.com/release/18024649
3261271,b'Shackled',5.0, ,32,1.87,7.0,11.2,124,263,"Dec 17, 2021",9,https://www.discogs.com/release/3261271
1409209,b'All By Yourself EP',1.14, ,4,0.72,1.03,1.79,9,32,"Aug 26, 2020",12,https://www.discogs.com/release/1409209
7259872,b'Gone',2.9, ,0,0.5,1.63,3.55,9,10,"Oct 9, 2019",3,https://www.discogs.com/release/7259872
10161164,b'Mission Control / Get Set',1.99, ,1,0.0,0.0,0.0,1,8,0,6,https://www.discogs.com/release/10161164
2449042,b'Cold One / Fallen Angel',3.6, ,31,2.98,5.11,10.95,66,192,"Sep 19, 2021",12,https://www.discogs.com/release/2449042
2834212,b'Out There / Athos',3.95, ,23,4.81,6.02,8.42,78,163,"Sep 29, 2021",11,https://www.discogs.com/release/2834212
528006,b'Down And Under',1.19, ,3,0.18,1.31,6.78,11,32,"Jan 19, 2022",24,https://www.discogs.com/release/528006
130421,b'Lonely',0.99, ,17,0.8,1.42,3.0,21,71,"Oct 19, 2021",27,https://www.discogs.com/release/130421
45303,"b""What's That Noise?""",1.99, ,80,3.0,5.4,7.9,106,589,"Jan 25, 2022",49,https://www.discogs.com/release/45303
9433709,b'Voodoo People',45.0, ,3,8.42,18.0,24.99,168,26,"Aug 17, 2021",2,https://www.discogs.com/release/9433709
40639,b'The Analogue Theatre',7.0, ,102,6.02,13.6,20.0,330,499,"Jan 20, 2022",8,https://www.discogs.com/release/40639
5094444,b'Sugar Is Sweeter',2.5, ,24,2.98,4.99,10.0,241,174,"Dec 9, 2021",14,https://www.discogs.com/release/5094444
197062,b'Mestizo',0.95, ,16,1.19,3.99,5.0,61,169,"Dec 15, 2021",72,https://www.discogs.com/release/197062
79117,b'Six Days',12.0, ,18,7.5,11.75,20.61,114,93,"Nov 16, 2021",4,https://www.discogs.com/release/79117
307754,"b""Bobby's Delhi""",0.89, ,13,0.75,1.33,4.41,22,100,"Nov 7, 2021",20,https://www.discogs.com/release/307754
2837156,b'Thoia Thoing (Remixes)',0.88, ,4,0.9,2.11,5.0,20,133,"Aug 17, 2021",61,https://www.discogs.com/release/2837156
9410131,b'Soul Recognition EP',7.12, ,108,10.9,12.03,16.0,553,574,"Oct 11, 2021",21,https://www.discogs.com/release/9410131
1153568,b'Angels & Men EP',1.19, ,9,0.95,1.99,3.6,16,58,"Jan 19, 2022",14,https://www.discogs.com/release/1153568
80176,b'Toba',0.5, ,45,0.61,2.7,3.87,42,310,"Nov 27, 2021",45,https://www.discogs.com/release/80176
597424,"b""Don't Step""",1.79, ,14,1.8,3.6,5.0,8,84,"Feb 7, 2021",32,https://www.discogs.com/release/597424
1220103,b'Dooms Night',5.4, ,16,1.3,5.13,12.99,91,123,"Oct 13, 2021",10,https://www.discogs.com/release/1220103
209610,b'Pump Up The Jam (Part 2)',2.0, ,21,1.9,2.77,3.0,73,144,"Jan 20, 2022",21,https://www.discogs.com/release/209610
68512,b'Dance To The Music',1.0, ,7,0.75,1.59,3.81,14,68,"Jul 14, 2021",44,https://www.discogs.com/release/68512
446281,b'Take It',1.0, ,21,1.0,2.24,5.0,49,227,"Nov 14, 2021",35,https://www.discogs.com/release/446281
5035,b'25.17',0.99, ,53,1.5,2.99,6.7,40,309,"Dec 11, 2021",39,https://www.discogs.com/release/5035
120278,b'You',2.0, ,32,2.67,3.95,12.0,85,182,"Oct 31, 2021",35,https://www.discogs.com/release/120278
7544969,b' This Raw Feeling ',13.0, ,108,8.99,16.54,26.99,657,720,"Oct 29, 2021",22,https://www.discogs.com/release/7544969
136472,b'Freak',5.0, ,75,5.0,8.0,13.95,161,459,"Jan 26, 2022",11,https://www.discogs.com/release/136472
213026,"b""Let's Groove""",0.8, ,12,0.98,1.65,2.49,19,85,"Jun 18, 2021",36,https://www.discogs.com/release/213026
49491,b'Ladybird',1.2, ,18,1.17,3.01,7.62,36,101,"Jan 15, 2022",23,https://www.discogs.com/release/49491
152689,"b'For Lovers, Not Fighters'",4.96, ,81,1.77,5.95,9.61,230,447,"Jan 12, 2022",8,https://www.discogs.com/release/152689
14251562,b'Pulp Fiction: Music From The Motion Picture',22.25, ,187,19.54,27.11,40.04,628,3618,"Jan 20, 2022",16,https://www.discogs.com/release/14251562
144183,"b""Freek'n You""",6.0, ,91,6.0,10.68,31.39,527,865,"Jan 4, 2022",23,https://www.discogs.com/release/144183
517459,b'Robot Girl',1.06, ,10,1.78,3.0,5.43,43,163,"Sep 29, 2021",58,https://www.discogs.com/release/517459
71730,b'Tell Me When The Fever Ended',0.61, ,74,1.0,2.38,6.02,105,829,"Jan 23, 2022",172,https://www.discogs.com/release/71730
10292,b'Freshglow EP',7.0, ,46,7.56,11.97,21.64,364,141,"Nov 13, 2020",9,https://www.discogs.com/release/10292
201872,b'Rocket Fuel',2.4, ,28,6.02,10.4,17.8,201,227,"Jan 20, 2022",18,https://www.discogs.com/release/201872
894473,b'Bring 4th Ya Booty (Remixes)',1.81, ,12,1.78,1.95,3.56,31,93,"Jan 18, 2022",19,https://www.discogs.com/release/894473
140120,b'The Sound Of Movement Vinyl Sampler 01',1.14, ,27,0.59,1.43,4.21,45,275,"Jan 24, 2022",22,https://www.discogs.com/release/140120
311765,b'Cyclone',9.0, ,127,4.59,7.1,16.0,314,668,"Nov 25, 2021",6,https://www.discogs.com/release/311765
114160,b'Respect The Cock',0.99, ,21,0.93,1.78,4.45,53,180,"Nov 30, 2021",15,https://www.discogs.com/release/114160
8465720,b'Play',49.18, ,771,25.0,50.0,74.0,2641,7083,"Jan 26, 2022",14,https://www.discogs.com/release/8465720
230566,b'Give A Little',1.2, ,116,2.9,4.81,7.5,231,789,"Nov 28, 2021",43,https://www.discogs.com/release/230566
183131,b'Too Bad / Shut Up',2.0, ,16,0.12,2.77,7.0,51,139,"Nov 8, 2021",24,https://www.discogs.com/release/183131
1143311,b'Drop Audio',5.47, ,53,4.99,10.75,21.64,230,343,"Oct 10, 2021",4,https://www.discogs.com/release/1143311
1345422,b'Oneway Highway',1.0, ,4,1.0,1.0,1.0,8,15,"Jun 30, 2021",13,https://www.discogs.com/release/1345422
198203,b'Music & You',1.5, ,33,1.0,2.95,4.44,38,208,"Jan 21, 2022",32,https://www.discogs.com/release/198203
970034,b'Dance',1.31, ,1,0.85,1.31,2.15,8,21,"Oct 1, 2021",8,https://www.discogs.com/release/970034
1508621,b'Tical 2000 Instrumental LP',9.0, ,11,0.99,9.94,44.95,117,86,"Jun 15, 2021",7,https://www.discogs.com/release/1508621
12695505,b'Zero Waste',0.0, ,5,0.0,0.0,0.0,1,39,0,0,https://www.discogs.com/release/12695505
175932,b'Star 69 (What The F**k)',0.0, ,9,2.0,4.99,7.2,98,41,"Mar 16, 2020",0,https://www.discogs.com/release/175932
1182963,b'Respect The Cock / New Years Day',1.0, ,13,0.49,1.2,6.36,18,68,"Dec 5, 2021",30,https://www.discogs.com/release/1182963
299817,b'Call Me',0.59, ,53,1.0,1.66,4.81,48,392,"Dec 21, 2021",58,https://www.discogs.com/release/299817
445341,b'Adventures In Success',17.8, ,21,5.06,10.0,14.95,317,175,"Aug 11, 2021",4,https://www.discogs.com/release/445341
3812705,b'Presents The Nastyest Battle Breaks',10.0, ,10,1.0,6.81,15.0,68,137,"Sep 5, 2021",12,https://www.discogs.com/release/3812705
7184,b'Musical Ethics EP',0.44, ,41,0.99,1.74,5.99,125,344,"Dec 8, 2021",57,https://www.discogs.com/release/7184
685577,b'Insane Bangers Volume II',12.02, ,35,10.82,13.89,22.84,159,257,"Dec 4, 2021",13,https://www.discogs.com/release/685577
12814480,"b""It's Album Time""",21.64, ,55,21.35,28.48,94.27,535,710,"Jan 17, 2022",21,https://www.discogs.com/release/12814480
179472,b'Ya Dig?',0.59, ,16,0.53,1.19,6.23,14,111,"Oct 25, 2021",42,https://www.discogs.com/release/179472
31277,b'Go',13.36, ,379,6.02,18.04,38.48,1695,2391,"Jan 26, 2022",20,https://www.discogs.com/release/31277
123900,b'The Groove',0.44, ,17,0.34,1.5,5.0,22,100,"Jan 24, 2022",25,https://www.discogs.com/release/123900
64274,b'I See You Baby',4.45, ,25,3.5,5.0,10.52,150,247,"Jan 11, 2022",16,https://www.discogs.com/release/64274
1058960,b'If Everybody Looked The Same',2.0, ,22,0.88,3.25,8.62,64,403,"Dec 13, 2021",33,https://www.discogs.com/release/1058960
850781,b'Pink Body',1.9, ,13,1.6,2.49,4.8,32,45,"Mar 10, 2021",17,https://www.discogs.com/release/850781
55066,b'Help Me',0.89, ,64,1.19,3.0,5.23,136,473,"Aug 26, 2021",41,https://www.discogs.com/release/55066
135562,b'Perfecto Breaks - Rennie Pilgrem (Sampler 1)',1.0, ,35,2.4,3.99,5.41,111,309,"Jan 9, 2022",13,https://www.discogs.com/release/135562
13537657,b'Friendship',12.58, ,7,11.95,22.75,35.6,23,46,"Dec 19, 2021",9,https://www.discogs.com/release/13537657
16227441,b'Magic Plush',16.99, ,42,15.0,16.99,24.99,248,271,"Jan 24, 2022",4,https://www.discogs.com/release/16227441
105814,b'Take Your Partner By The Hand',1.2, ,26,2.0,3.0,6.92,46,259,"Nov 16, 2021",35,https://www.discogs.com/release/105814
946669,"b""Get Up (I Feel Like Being A) Sex Machine (1991 EQ'd Version)""",1.44, ,15,3.55,4.81,8.42,55,147,"Nov 24, 2021",32,https://www.discogs.com/release/946669
111311,b'Gangsta Gangsta / Dopeman (Drum & Bass Mixes)',1.78, ,57,2.66,5.17,12.66,167,503,"Oct 6, 2021",16,https://www.discogs.com/release/111311
12066554,b'Heat',16.95, ,41,7.76,14.07,18.04,275,247,"Apr 12, 2021",1,https://www.discogs.com/release/12066554
34228,b'Plastic Dreams (Mixes)',9.67, ,181,10.0,16.83,34.87,1273,1387,"Jan 20, 2022",39,https://www.discogs.com/release/34228
1870879,b'Get On The Floor',1.19, ,1,0.0,0.0,0.0,1,4,0,6,https://www.discogs.com/release/1870879
20348,b'Spacehopper',0.88, ,234,1.2,3.6,6.0,181,1566,"Jan 26, 2022",53,https://www.discogs.com/release/20348
19871,b'The Goodlife / Ochun',1.9, ,14,0.85,3.68,5.34,26,95,"Nov 7, 2021",18,https://www.discogs.com/release/19871
726207,"b""Ain't No Other Man""",2.1, ,33,2.22,4.98,12.9,101,420,"Jan 7, 2022",30,https://www.discogs.com/release/726207
9053004,b'Redscale 08',8.99, ,42,3.4,9.4,12.35,120,223,"Apr 27, 2021",8,https://www.discogs.com/release/9053004
189138,b'Watch Out Now',2.22, ,225,1.78,3.64,15.59,349,2367,"Jan 26, 2022",74,https://www.discogs.com/release/189138
119964,b'Gotta Get Thru This',1.99, ,12,0.9,1.59,4.0,68,111,"Sep 24, 2021",17,https://www.discogs.com/release/119964
327859,b'Love So True / You See Me In 3D Remixes',1.0, ,10,1.0,3.0,15.12,56,110,"Jan 4, 2022",43,https://www.discogs.com/release/327859
322360,"b""'03 Bonnie & Clyde""",2.67, ,26,1.65,4.76,8.7,119,476,"Jan 17, 2022",45,https://www.discogs.com/release/322360
266193,b'Bring The Acid',3.0, ,13,0.89,4.52,8.22,48,90,"Aug 12, 2021",6,https://www.discogs.com/release/266193
403490,b'RTZ Tools 3',0.79, ,12,1.0,1.53,4.44,24,135,"Nov 23, 2021",18,https://www.discogs.com/release/403490
2877983,b'Ragysh',9.4, ,269,9.0,12.01,18.9,1388,2073,"Jan 25, 2022",23,https://www.discogs.com/release/2877983
15047354,b'W 63 Minuty Dooko\xc5\x82a \xc5\x9awiata',64.0, ,7,0.0,0.0,0.0,15,66,0,4,https://www.discogs.com/release/15047354
15047338,b'W 63 Minuty Dooko\xc5\x82a \xc5\x9awiata',64.0, ,5,55.0,57.56,60.14,20,64,"Apr 9, 2021",5,https://www.discogs.com/release/15047338
60796,b'Keep Hope Alive (Featuring Mixes By Midfield General & George Acosta)',1.2, ,40,1.95,3.0,8.0,94,328,"Dec 30, 2021",33,https://www.discogs.com/release/60796
53307,b'Mirage',1.0, ,51,0.8,1.81,4.7,83,328,"Jan 15, 2022",58,https://www.discogs.com/release/53307
117428,b'Fashion',0.8, ,25,1.0,2.0,7.0,46,190,"Oct 14, 2021",43,https://www.discogs.com/release/117428
1676821,b'Atmosphere E.P. Vol. 1',5.81, ,91,4.35,9.9,11.41,740,507,"Oct 29, 2021",7,https://www.discogs.com/release/1676821
